emotion,text,clean_text
fear,"[USERNAME] Apa ya? Aku biasanya pake shopee sih kalo apa apa, trauma euy ditipu ratusan ribu... Coba aja KTP real dia, atau gak rekening atmnya, kalo kamu ditipu, tinggal laporan ke polisi...iya gak sih/?",username apa saya biasanya pakai  shopee sih kalau  apa apa trauma euy ditipu ratusan ribu coba  ktp real atau rekening atmnya kalau  kamu ditipu tinggal laporan polisiiya sih
fear,Memang yang namanya yakin itu kadang bahaya kalo terlalu buru-buru. (Zarry Hendrik). . .,memang namanya yakin kadang bahaya kalau  terlalu buruburu zarry hendrik
love,"makasih buat 2 bulannya sayang maaf kalo akhir ini sibuk bgt ga bisa selalu ada buat kamu. ga ngehubingin bukan berarti ga kangen, maaf kalo sukanya bikin nunggu sama kesel. i love you",makasih buat bulannya sayang maaf kalau  akhir sibuk sangat  bisa selalu buat kamu ngehubingin bukan berarti kangen maaf kalau  sukanya bikin nunggu sama kesal  i cinta you
fear,Serem banget sih yg jualan yg nipu-nipu. Gue bawa duit org dikit aja ga tenang banget ini kalo belum dapet kabar barangnya dapet kaga. Ini sampe orderan customer ga di beliin. :(,seram  sekali  sih  jualan  nipunipu bawa duit orang sedikit   tenang sekali  kalau   kabar barangnya dapat  kaga sampai orderan customer di beliin
love,"Jika itu sebuah cinta, ia akan menerima semua kelebihan, bahkan kekurangan pun akan dianggap sebuah keindahan bukan sebuah alasan untuk meninggalkannya",itu sebuah cinta akan menerima semua kelebihan bahkan kekurangan akan dianggap sebuah keindahan bukan sebuah alasan meninggalkannya
happy,"[USERNAME] Membelasut mesra, papa pirang, romeo rabun, serabi solo itu punyanya kak @/ronzzykevin wkwkwkkwkw membelasut mesra sih dulu rame wkwkwk",username membelasut mesra papa pirang romeo rabun serabi solo punyanya kak ronzzykevin wkwkwkkwkw membelasut mesra sih dulu ramai  wkwkwk
happy,Kajian pagi 4/6/18 Sakit? Sedekah. Sedih? Sedekah. Kamu ga akan pernah tau dari pintu sedekah yang mana kah Allah akan mengembalikan sedekahmu dalm bentuk yang tak pernah kamu duga. Masih banyak lagi keajaiban sedekah lainnya.,kajian pagi sakit sedekah sedih sedekah kamu pernah tahu pintu sedekah mana allah akan mengembalikan sedekahmu dalm bentuk tak pernah kamu duga banyak keajaiban sedekah lainnya
fear,"Jangan tuntut aku untuk jd apa yg kamu mau karna aku takut jika akhirnya aku tak bisa memenuhi tuntutanmu, terimalah aku apa adanya maka kupastikan kamu akan kubuat bahagia dengan caraku",jangan tuntut untuk jadi apa  kamu mau  takut akhirnya tak memenuhi tuntutanmu terimalah apa adanya kupastikan kamu kubuat bahagia caraku
anger,"Barusan diejek anak-anak ig. Katanya twitter udah ketinggalan zaman. Jokes-nya banyak copas. Di Instagram lebih ori katanya. Lah. Gak tau dia kalau di Twitter kebanyakan user-nya lebih ""dewasa"" dan kontennya lebih bagus daripada di Instagram._.",barusan diejek anakanak ig katanya twitter ketinggalan zaman jokesnya banyak copas instagram lebih ori katanya lah tahu kalau twitter kebanyakan usernya lebih dewasa kontennya lebih bagus di instagram
anger,kaga kemaren2 saja -_- payah tuh bocah,kaga kemarin  payah tuh bocah
fear,"trus udah tuh jalan kan soalnya diklaksonin mulu ama yg belakang. wkwkwkwk pas udh ditempat yg sepi bapak yg kesenggol nungguin masa ya allah sumpah serem banget mukanya. kan pertigaan tuh, bapak yg kesenggol belok kiri yg nyenggol belok kanan. trus teriak2 lgi dong orangnya",terus  tuh jalan kan soalnya diklaksonin terus  sama   belakang wkwkwkwk pas ditempat  sepi bapak  kesenggol tunggu  masa allah sumpah seram  sekali  mukanya kan pertigaan tuh bapak  kesenggol belok kiri  nyenggol belok kanan terus  teriak  dong orangnya
sadness,"Beberapa orang menepatkan dirinya di belakangmu selangkah,bukan berarti dia kalah,hanya saja mungkin dia menyukai posisi itu,ya.dia suka di belakangmu,dan kamu terus menatap ke depan,tanpa tau cinta ada di belakangmu.",beberapa orang menepatkan dirinya belakangmu selangkahbukan berarti kalahhanya mungkin menyukai posisi ituyadia suka belakangmudan kamu terus menatap depantanpa tahu cinta di belakangmu
fear,"Perkembangn khidupn mmg sungguh dahsyat, itu smua akibat dr hal yg dirasakn.. Di sisi lain ada pula yg memilih tdk beragama hanya dg mengedepankn nilai2 dasar kemanusiaan/kberadabn [URL]",perkembangn khidupn memang  sungguh dahsyat semua  akibat  yang  dirasakn sisi ada yang  memilih beragama dengan  mengedepankn nilai dasar kemanusiaankberadabn url
happy,"saat ini lebih ngerasa pgn manfaatin waktu sebaik-baiknya. kalau msh bisa pulang tepat waktu, ya pulang, biar bisa buka di rumah brg keluarga. karena moment ini priceless bgttt.",lebih merasa  manfaatin waktu sebaikbaiknya kalau  pulang tepat waktu pulang biar buka rumah barang  keluarga moment ini priceless bgttt
happy,"[USERNAME] Wkwk malese talah. Contoh suudzon dalam cemburu: Gaberani duduk sebelahan ketika ada dia doi dan kamu. Mikirnya ""tuhkan knp sih gamau sebelahan, pasti biar ga dikira nempel terus ma aq"" Wkwkkwwk pdhl gr2 sebelahmu dah ada temen yg lain.",username wkwk malese talah contoh suudzon cemburu gaberani duduk sebelahan ada doi kamu mikirnya tuhkan sih mau sebelahan biar dikira nempel terus ma wkwkkwwk padahal  gr sebelahmu ada teman  
fear,[askmf] klen yg kulitnya normal skincarenya byk ga si? :( aku pgn ngejaga kulit supaya bersih tp takut knp2 klo make macem2 trs masi kecil jg wkwk :(,askmf klen  kulitnya normal skincarenya banyak  si ingin ngejaga kulit bersih takut kalau pakai  macem terus  masi kecil wkwk
fear,"Ini karena deket2 masa pengenalan kampus kan rame grup gue, terus gue jadi takut sendiri denger notif grup atau geter masuk pesan. Ga tau kenapa huhu",karena deket masa pengenalan kampus kan ramai  grup terus jadi takut sendiri dengar  notif grup geter masuk pesan tahu huhu
love,Masa mudaku. Ingin belajar dan berkelana. Agar kelak kita menikah nanti. Tidak melulu tentang pekerjaan dan rumah tangga. Aku ingin mengajakmu berkelana juga. Ke tempat yang pernah aku singgahi. Kemudian kamu bilang dan memeluk. Terimakasih sayang.,masa mudaku belajar berkelana kelak menikah tidak selalu  pekerjaan rumah tangga ingin mengajakmu berkelana ke tempat pernah singgahi kemudian kamu bilang memeluk terimakasih sayang
sadness,"RT [USERNAME] Kebesaran seseorang tercermin dari kemampuannya mengabaikan perasaan-perasaan yan nggak penting, seperti perasaan hampa dan marah berlebihan.",rt username kebesaran seseorang tercermin kemampuannya mengabaikan perasaanperasaan yan penting perasaan hampa marah berlebihan
fear,"Jembatan depan super indo dago merupakan jembatan dengan anak tangga tersempit dan terterjal, serta pagar terpendek yang pernah gue naikin. Kalo nyokap2 pake gamis takut ketinggian, in sya Allah turun2 kaki lemas dan gemetar... [URL]",jembatan depan super indo dago merupakan jembatan anak tangga tersempit terterjal pagar terpendek pernah naikin kalau  nyokap pakai  gamis takut ketinggian in  allah turun kaki lemas gemetar url
sadness,"[askmf] makin gue dewasa, gue semakin sadar, gue punya banyak temen, tapi disaat gue kesusahan, gaada yg semangatin gue cuy. malem ini gue khawatir bgt dan itu mengganggu tidur malem gue, but gue hanya bisa pendem dan makin terpuruk aja",askmf makin dewasa semakin sadar punya banyak teman  disaat kesusahan ada  semangatin cuy malam  khawatir sangat  itu mengganggu tidur malam  but saya hanya pendem makin terpuruk 
love,"Ciptaanmu indah, seindah apa yg kuinginkan dalam hati. Berdoa dan berdzikir kepadaNYA agar keindahan itu terwujud menjadi milikku",ciptaanmu indah seindah apa  kuinginkan hati berdoa berdzikir kepadanya keindahan terwujud menjadi milikku
sadness,"[USERNAME] Tapi suka ku :( inya tu dingin orgnya, tapi sayang bnr sebujurnya lwn ina :( nah hiih kena ina tuh lawan buhan gembel tampan tu aja na wkwk",username suka ku inya  dingin orgnya sayang benar  sebujurnya lwn ina nah hiih kena ina tuh lawan buhan jelek  tampan   na wkwk
love,"Seajaib-ajaibnya tulisan adalah mampu melipat jarak, memutar waktu, mendekatkan yang jauh, menghidupkan yang sudah mati. Membuat dua insan yang belum pernah bertatap muka bisa sedemikian dalam jatuh cinta. Kekuatan rp emang luar biasa.",seajaibajaibnya tulisan mampu melipat jarak memutar waktu mendekatkan jauh menghidupkan sudah mati membuat insan belum pernah bertatap muka sedemikian jatuh cinta kekuatan rp memang  luar biasa
anger,"Ya emang , selangkangan sm otak situ aja yg ngeress Ada juga yg katanya habib , imam dsb juga ngelakuin chat sex dsb Identitas agama tidak menjamin kamu tidak menyukai sex , catcalling dsb, meski udah menikah yg melakukan penyimpangan sex jg banyak ( selingkuh )",memang  selangkangan sama  otak situ   ngeress  katanya habib imam sebagainya ngelakuin chat sex sebagainya identitas agama menjamin kamu menyukai sex catcalling sebagainya meski menikah  melakukan penyimpangan sex juga banyak selingkuh
happy,"Yaa tdk apa2, konteks sy bkn bnr dn tdk bnr, tp inilah sbuah proses penyempurnaan terus mnerus hg sampai ke tuj bangsa yg diinginkn.. Makmur sejahtera.. Ol krn itu shrsnya kita smua sepakat dn konsen",yaa apa konteks  bukan  benar  dn benar  inilah sbuah proses penyempurnaan terus mnerus hg ke tuj bangsa  diinginkn makmur sejahtera online   shrsnya semua  sepakat dn konsentrasi 
fear,"Francey agak terkejut saat mendengarmu meneriakinya. Seolah jiwanya melompat seperti seseorang yang sedang menonton bagian jumpscare dalam sebuah film horror. Wajah Francey berubah, ia agak ngeri dengan wanita disebelahnya ini.",francey terkejut mendengarmu meneriakinya jiwanya melompat seseorang sedang menonton bagian jumpscare sebuah film horror wajah francey berubah agak ngeri wanita disebelahnya
love,"Hidup bersamamu, Berdua kita lewati Meski hujan badai takkan berhenti Sehidup semati, Mentari pun tahu ku cinta padamu [URL]",hidup bersamamu berdua lewati meski hujan badai takkan berhenti sehidup semati mentari tahu ku cinta padamu url
love,"Cinta bukan hanya ttg kamu dan pasanganmu,jauh sebelum itu ada cinta yang lebih dulu tumbuh di dalam rumah,cinta dari seorang yang kini rambutnya mulai memutih dan kulitnya yang tak lagi kencang, setelah kamu pergi jauh kamu akan menyadari betapa besar cinta bapak kepada putrinya [URL]",cinta bukan tentang  kamu pasanganmujauh itu cinta lebih dulu tumbuh dalam rumahcinta seorang kini rambutnya mulai memutih kulitnya tak kencang kamu pergi jauh kamu menyadari betapa besar cinta bapak putrinya url
fear,Bahaya ...MERCURY....? Untung cepet tersadar dan stop buat pakai produk2 instan ya. Sayangi kulit dan kesehatan anda. Karna cantik itu tidak perlu putih paling utama sehat Drw aman dari mercury ples aman...,bahaya mercury untung cepat  tersadar stop buat pakai produk instan sayangi kulit kesehatan karena  cantik tidak perlu putih paling utama sehat drw aman mercury ples aman
sadness,"Kemarin ngelihat lamtur ngomongin tentang bank bni yang bermasalah. Awalnya dicuekin sih, tapi jadi perhatian banget setelah hari ini uang gaji keluar kata mbanking tapi waktu di cek malah yang keluar cuma 2.5 persen dari gaji yang harusnya keluar #BNI46",kemarin ngelihat lamtur membicarakan  bank bni bermasalah awalnya dicuekin sih jadi perhatian sekali  hari uang gaji keluar kata mbanking waktu cek malah keluar cuma persen gaji harusnya keluar
fear,"Setiap masuk lingkungan baru, selalu serba salah.. Takut ga punya temen, tapi takut juga kalau punya temen. Takut mengecewakan.",masuk lingkungan baru selalu serba salah takut punya teman  takut kalau punya teman  takut mengecewakan
happy,"Saya dapat surga dunia dikamar, serasa beneran dapat surga akhirat. Itu semua karena wifi. Terima kasih telkom. Suasananya bener2 surgaaaaa. Saya mau surga dunia saya ini kayak gini disurga akhirat. Enaaak. Saya udh pakai ratusan kali wifi di rumah. Pakai ya semua warga Indonesia",surga dunia dikamar serasa benar  dapat surga akhirat semua wifi terima kasih telkom suasananya benar  surgaaaaa mau surga dunia ini mirip  gini disurga akhirat enaaak sudah pakai ratusan kali wifi rumah pakai semua warga indonesia
anger,"Wktu sblm lebaran kmrn sy jg ada kiriman paket dr aceh juga, lebih berat malah, tp pakai perusahaan lain, itu cepat, kirim tgl 7,tgl 11 pagi sdh nyampe, ini pake j&t ko ribet ya prosesnya",waktu   lebaran kemarin  ada kiriman paket  aceh lebih berat malah pakai perusahaan itu cepat kirim tanggal tanggal pagi sampai  pakai  jt ko ribet prosesnya
fear,"Icut skip-skip, LAH KOK MAKIN SEREM GELAAAA Masih ingat malam itu abis jejeritan langsung lompat ke luar ke kamar Umi, minta tidur sama Umi",icut skipskip lah kok makin seram  gelaaaa ingat malam abis jejeritan langsung lompat luar kamar umi minta tidur sama umi
anger,"[USERNAME] [USERNAME] orderan GK-83526723, driver gojek mgomel ke saya keterangan alamat yg saya tulis ga bs di liat di aplikasi yg dia pegang, pdhl saya udah tulis lengkap no rumah saya no. 10, kesel saya diomel2in krn aplikasi gojek ygvkrg kom",username username orderan driver gojek mgomel keterangan alamat  tulis bisa liat aplikasi  pegang padahal  sudah tulis lengkap no rumah no kesal  saya diomelin  aplikasi gojek ygvkrg kom
sadness,Dulu kalo di-bully sukanya marah terus dikejar si tukang bully. Saat kagak tertangkap dan badan lelah seketika itu pula muncul bulir bulir air bercucuran dari mata.,dulu kalau  dibully sukanya marah terus dikejar si tukang bully tidak  tertangkap badan lelah seketika pula muncul bulir bulir air bercucuran mata
sadness,"Yagitu.. Mulai perkenalan dri awal tu njlimet. Belom pertanyaan2 menye2 yang musti harus banget dijawab. Iya kalo lanjut, kalo nggak ya sia2 kan..",yagitu mulai perkenalan  awal  njlimet  pertanyaan menye  harus sekali  dijawab iya kalau  lanjut kalau  ya sia kan
fear,"Mas [USERNAME], mau nanya nih, apakah dengan cara jatuh cinta lagi, memulai lagi dari awal perkenalan dengan org baru akan membuat hati yang dulu sakit akan sembuh?",mas username mau tanya  nih cara jatuh cinta memulai dari awal perkenalan dengan orang baru membuat hati dulu sakit sembuh
love,":: meski aku golput.. tp salut [USERNAME] .. ia satu2nya presiden #RakyatIndonesia yg bisa menangis di depan publik... :: memang tak sedikit lawan2 politiknya.. mngcap dia sombong.. :: tapi, nyatanya, ia menangis.. :: :: #SaveNKRI [URL]",meski golput salut username satunya presiden  menangis depan publik memang tak sedikit lawan politiknya mngcap sombong nyatanya menangis url
love,"Walau kau menghapus menghempas diriku Mengganti cintaku Semua tak mampu hilangkan cinta Yang telah kau beri~ Walau kau berubah, aku kan bertahan Di sepanjang waktuku Biarkan aku mencintaimu dengan caraku",kamu menghapus menghempas diriku mengganti cintaku semua tak mampu hilangkan cinta telah kamu beri kamu berubah kan bertahan sepanjang waktuku biarkan mencintaimu caraku
anger,Muka itu enggak usah dicari bakalan dapat muka kok buktikan dengan kinerja .... Lahhh yang onoh cari muka nya sama yang tua2 doang .... [URL],muka tidak  usah dicari  muka kok buktikan kinerja lahhh onoh cari muka nya sama tua  url
fear,"Pernah saya tanya, kok sore sudah pulang? ""Males mas, takut kemaleman. Kadang suka ada beruang lewat sama hewan buas lainnya."" Nah loh. Mampus dah aing. Tiap siang langsung saya cabut balik ke Jambi. Itu belum gangguan sosok mistis klo kemaleman di jalan",pernah tanya kok sore pulang males mas takut kemaleman kadang suka beruang lewat sama hewan buas lainnya nah loh mampus aing tiap siang langsung pergi balik jambi belum gangguan sosok mistis kalau kemaleman jalan
happy,Kegiatan Ibadah Sholat Dzuhur UILS Koja. Penerima Manfaat bersama Petugas Pendamping melakukan ibadah sholat Dzuhur berjamaah. Indahnya kebersamaan [URL],kegiatan ibadah sholat dzuhur uils koja penerima manfaat bersama petugas pendamping melakukan ibadah sholat dzuhur berjamaah indahnya kebersamaan url
love,"Kuakui aku jatuh cinta pada aksara, Oleh sebab itu aku bisa berbicara pada semesta walau hanya lewat untaian kata tapi yang kuceritakan ialah tentang kita",kuakui jatuh cinta aksara sebab saya berbicara semesta hanya lewat untaian kata yang kuceritakan ialah kita
fear,Liat temen-temen udah pada kewong aja . Ngeri juga kalau w mikirin sampe kapan ya w kewong dengernya itu loh . Masalahnya w belum kepikiran masih takut,liat tementemen pada kewong  ngeri kalau memikirkan  kapan kewong dengernya loh masalahnya saya belum kepikiran takut
sadness,"mon maap, bukan mau jadi party pooper, cuman itu fakultas disebrang jalan rektorat masi banyak yg nafas HTI. tulung diciduk dulu bu. tengs. [URL]",mon maaf bukan mau jadi party pooper itu fakultas disebrang jalan rektorat masi banyak  nafas hati  tulung diciduk dulu bu tengs url
love,Cinta seorang ibu berada tepat di bawah cinta Tuhan kepada kita. Ibu tidak pernah lelah untuk menyayangi dan mengasihi kita. Cinta nya lebih mulia daripada cinta seseorang dimanapun di dunia ini.,cinta seorang ibu berada tepat bawah cinta tuhan ibu pernah lelah menyayangi mengasihi kita cinta nya lebih mulia cinta seseorang dimanapun dunia
sadness,"Puasa tahun ini berasa banget kurang khusu, shalat tarawih sm ngaji bisa diitung jari berapa kalinya, padahal blm tentu tahun depan bisa ngerasain lagi ( *lagi curhat* *tapi tetep bukannya ngaji malah twitteran* :",puasa tahun berasa sekali  kurang khusu shalat tarawih sama  ngaji diitung jari berapa kalinya padahal  tahun depan merasakan  lagi curhat tetap  bukannya ngaji malah twitteran
anger,bacot parah galak kalau udah marah jan mau deh dimarahin lex. caca aja kapokgabisa dibohongin kalau ttg cinta tp knpa ttg lainnya lu bege ya susah beud disuruh tidur atau makan my human diary yang kita dkt gatau grgr,bacot parah galak kalau marah jan mau deh dimarahin lex caca  kapokgabisa dibohongin kalau  cinta kenapa   lainnya kamu bege susah banget disuruh tidur makan my human diary kita dekat  tahu grgr
anger,"[USERNAME] Gw dong. Udah dibilang ga mau ke tempat itu tp ngeyel isi ngejebak mau beliin sesuatu lah. Akhirnya ngomel dah dijalan, eh malah die yg ngamuk naik motor kayak ga bawa anak orang. Gw teriak2 sampe nangis ga digubris malah makin kenceng bawa",username dong dibilang mau tempat tapi ngeyel isi ngejebak mau beliin lah akhirnya ngomel dijalan eh malah die  ngamuk naik motor mirip  bawa anak orang teriak nangis digubris malah makin kencang  bawa
love,"Tbh, aku rasa aku jatuh cinta dengan someone tanpa aku sedar bcs my heart beats faster when i think of her. Jangan tanya siapa. Aku takkan beritahu.",tbh rasa jatuh cinta someone sedar  my heart beats faster when i think of her jangan tanya siapa saya takkan beritahu
fear,"#OldMoneyGakNgerasain paniknya jika benda ini dibagikan guru pas dikelas. Rela gak kekantin atau ke wc demi jaga benda ini. Bukan karna malu nilainya, tapi karna takut ketahuan nama orang tua.",paniknya benda dibagikan guru pas dikelas rela kekantin ke wc jaga benda bukan  malu nilainya karena  takut ketahuan nama orang tua
happy,Ada bahasa guyonan lg nih antara si ucha dan si rin. Si rin: Aku tuh lg ditaksir sama si joni dan sama si bowo lo cha! Menurutmu mana yg lebih keren cha? Si ucha: Ya...jelas aku dong rin! He..he..,bahasa guyonan  nih si ucha si rin si rin tuh  ditaksir sama si joni sama si bowo kamu cha menurutmu mana  lebih keren cha si ucha yajelas dong rin hehe
anger,Sebenernya udah mulai kecewa sama pakdhe [USERNAME] semenjak ada kriminalisasi KPK awal pemerintahan beliau. Ditambah kasus Novel Baswedan yg gak tuntas.,sebenarnya  mulai kecewa sama pakdhe username semenjak kriminalisasi kpk awal pemerintahan beliau ditambah kasus novel baswedan  tuntas
anger,"COBAAA MANA ADA TEMEN BEGINI YA ALLAH:( perkara gadapet 3 bulan aja dicurigain ibu,hamil ciken naget mah iya beserta happy meal-_-",cobaaa mana teman  begini allah perkara gadapet bulan  dicurigain ibuhamil ciken naget mah iya beserta happy meal
sadness,"Hari minggu suka bolos ke gereja hanya karna nobar power rmarahs dirumah teman sampe rumahnya penuh, kadang cuma bisa denger gabisa liat filmnya, miris... #OldMoneyGakNgerasain",hari minggu suka bolos gereja karena  nobar power rmarahs dirumah teman rumahnya penuh kadang cuma dengar  bisa liat filmnya miris
love,"Apakah kamu mengetahui, dihari bahagia itu papa pergi kebelakang panggung sebentar dan menangis. Papa menangis karena papa sangat bahagia kemudian papa berdoa.. Dalam lirih doanya kepada tuhan papa berkata :",kamu mengetahui dihari bahagia papa pergi kebelakang panggung sebentar menangis papa menangis papa sangat bahagia kemudian papa berdoa lirih doanya tuhan papa berkata
sadness,"Rindu tidak terungkap. Dalam banyak-banyak insan yang aku kenal, hanya kau seorang sahaja yang aku rindu. Rindu sangat-sangat. walaupun terlampau awal untuk kau pergi, tapi aku nak juga rasa kasih sayang dari seorang ibu. Umi, adik rindu umi Al-Fatihah.",rindu terungkap banyakbanyak insan saya kenal kamu seorang sahaja saya rindu rindu sangatsangat walaupun terlampau awal kamu pergi saya anak rasa kasih sayang seorang ibu umi adik rindu umi alfatihah
sadness,"Perjalanan kali menuju ibu kota kali ini ditemani oleh 2 teman saya, sayang sekali mereka sudah nyaman dengan kursi alhasil perjalanan terkesan membosankan",perjalanan kali menuju ibu kota kali ditemani teman sayang sekali sudah nyaman kursi alhasil perjalanan terkesan membosankan
sadness,"Karena dialog ini, semalaman aku merenung, apa iya masih ada Tuhan? Kalaulah ada, apa iya masih ingat dengan janjiNya untuk membuat kiamat? Apa iya Tuhan peduli pada Indonesia? Apa iya Tuhan peduli padaku? Kukira tidak!",dialog semalaman merenung apa iya tuhan kalaulah ada apa iya ingat janjinya membuat kiamat apa iya tuhan peduli indonesia apa iya tuhan peduli padaku kukira
fear,"#KKNLYFE DAY 02 Paginya leyeh-leyeh, pas air galonnya abis, jadi panik. Kudu isi ulang galon naik turun gunung dengan jalan yang Subhannallah, dan waktu tempuh sekitar 1jam pulang pergi. Ampir jatoh ke jurang gegara tanjakan ngeri dan jalannya rusak.",day paginya leyehleyeh pas air galonnya abis jadi panik kudu isi ulang galon naik turun gunung jalan subhannallah waktu tempuh jam pulang pergi ampir jatuh  jurang gegara tanjakan ngeri jalannya rusak
sadness,"Ya kalo ngerasa ngumpul nya kurang kan bisa ngumpul tempat lain, misalnya dirumah siapa gitu. Biar lebih leluasa. Ya cuma kalo bukber di rumah orang kan gak enak juga, apalagi yg dateng 20 orang lebih huhuhh Jadi yg mau pulang ya bisa pulang.",kalau  merasa  ngumpul nya kurang kan ngumpul tempat misalnya dirumah siapa  biar lebih leluasa cuma kalau  bukber rumah orang kan enak apalagi  datang  orang lebih huhuhh jadi  mau pulang bisa pulang
anger,"[USERNAME] [USERNAME] Gak lah, ngapain sih, orang kmrn sdh studi banding ke mamarika, tuh hasilnya udh kliatan kan, bakalan ada jalut becak way.",username username lah ngapain sih orang kemarin studi banding mamarika tuh hasilnya kliatan kan  jalut becak way
love,"tiap kali baca kisah2 zaman nabi, rasa jatuh cinta dgn semuaaaaa. mlm ni baca saidina umar dlm hati... ya allah saidina umar ",tiap kali baca kisah zaman nabi rasa jatuh cinta  semuaaaaa malam   baca saidina umar  hati allah saidina umar
love,"Dik, semoga kau paham. Mencinta tapi belum halal, merindu namun belum sah. Ini tidak mudah karena kau harus dimuliakan. Perhatikan sikapku, apakah aku memilih kita berangkulan atau menuai nyaman dengan bergandengan. Aku hanya mensyukuri tiap pertemuan dengan cara mencuri pandang.",dik semoga kamu paham mencinta belum halal merindu belum sah tidak mudah kamu dimuliakan perhatikan sikapku memilih berangkulan menuai nyaman bergandengan saya hanya mensyukuri tiap pertemuan cara mencuri pandang
love,Dari matamu matamu ku mulai jatuh cinta,matamu matamu ku mulai jatuh cinta
happy,"Duh jd cerita kmana2.. Intinya yaa, klo kita slalu bersyukur.. slalu mrasa cukup, pasrah tp ikhtiar kenceng, slalu adaaa aja hal yg bkin kita merasa beruntung di tengah2 tantangan hidup yg semakin tinggi.. dan doa ortu adalah yg paling utama..",duh jadi cerita kmana intinya yaa kalau selalu  bersyukur selalu  mrasa cukup pasrah ikhtiar kencang  selalu  adaaa   bikin  merasa beruntung tengah tantangan hidup yang  semakin tinggi doa orangtua  yang  paling utama
fear,Aku gatau tp knp akhir2 ini bnyk akun aneh yg ngefollow.. Serem2 lagi.. Aku harus apa?? Haruskah ganti uname? Delete acc trus buat baru?,tidak tahu kenapa akhir banyak  akun aneh  ngefollow seram  saya apa haruskah ganti uname delete acc terus  buat baru
happy,Kebakaran hutan 2017 terus turun drastis dibandingkan dengan tahun2 sebelumnya. Berkat ketegasan pak [USERNAME] untuk memecat Kapolda dan Pangkodam jika kebakaran hutan berlangsung terus. #2019TetapJokowi #Jokowi_2_Periode #JokowiMembangunIndonesia [URL],kebakaran hutan terus turun drastis dibandingkan tahun sebelumnya berkat ketegasan pak username memecat kapolda pangkodam kebakaran hutan berlangsung terus url
sadness,"[USERNAME] Tabungan rencana bagus karena dipaksa, jeleknya ada penalti kalo berhenti di tengah jalan. Bunganya gak jauh beda sama deposito yang bisa dicopet2 dikit di tengah jalan kalau butuh. Sekarang pun masih bayarin sekolah, sekolah ibunya Amme tapi",username tabungan rencana bagus dipaksa jeleknya penalti kalau  berhenti tengah jalan bunganya jauh beda sama deposito bisa dicopet sedikit  tengah jalan kalau butuh sekarang masih bayarin sekolah sekolah ibunya amme
fear,"2. K driver gojek, itu seorang stres d tahan pas mau lempar batu ke kepala gue. Dan akhirnya orang2 sekitar pada rame liat, ujung2nya dibawa lah ke RT buat laporan dan nyamperin keluarga beliau d Salemba juga.",k driver gojek seorang stres d tahan pas mau lempar batu kepala akhirnya orang pada ramai  liat ujungnya dibawa lah rt buat laporan dan nyamperin keluarga beliau d salemba
fear,"Si Dera aja, akun alter yang suka flashing her boobs once in a while, bilang dia merinding ngeliat siksaan demi siksaan yg gua alami ahahaha [URL]",si dera  akun alter suka flashing her boobs once in a while bilang merinding ngeliat siksaan siksaan   alami ahahaha url
happy,"Ini Baru pemikiran Professor, biar Masih junior dibandingkan Professor cebong anu, yg ini lebih bermutu Dan punya dedikasi [URL]",baru pemikiran professor biar junior dibandingkan professor cebong yang  lebih bermutu punya dedikasi url
fear,"Takut semester ini gak bakalan maksimal. Belajar yang seharusnya 2 semester satu tahun jadi cuma 6 bulan. Pulang sore berangkat pagi, pkl 6 bulan. Alamat setres dadakan.",takut semester tidak  maksimal belajar seharusnya semester satu tahun jadi cuma bulan pulang sore berangkat pagi pkl bulan alamat setres dadakan
fear,"[USERNAME] nyabutnya santae aja pake jari asal jgn kena kuku. beli softlennya yg emg bagus dan jelas. dulu ku pernah beli soflen di tmn cuma yg warna22an gt biasanya item. terus lg gangapa22in ujug22 gatel perih etaunya robek :,( untung cepet22 dikeluari",username nyabutnya santae  pakai  jari asal jangan kena kuku beli softlennya  memang bagus jelas dulu ku pernah beli soflen teman  cuma  warnaan  biasanya hitam  terus  gangapain ujug gatal  perih etaunya robek untung cepat  dikeluari
anger,"blio juga yg kasih pernyataan ofensif ke Menag pas lagi Rapat dg DPR ttg travel agent umroh-haji. Well, ketauan lah ya seperti apa kapasitasnya",blio yang  kasih pernyataan ofensif menag pas rapat  dpr  travel agent umrohhaji well ketauan lah seperti apa kapasitasnya
love,"Mungkin dulu sewaktu kecil, mama lah yang lebih sering mengajakmu bercerita atau berdongeng. Tapi tahukah kamu, bahwa sepulang papa bekerja dan dengan wajah lelah papa selalu menanyakan pada mama tentang kabarmu dan apa yang kamu lakukan seharian.",mungkin dulu sewaktu kecil mama lah lebih sering mengajakmu bercerita berdongeng tahukah kamu sepulang papa bekerja dengan wajah lelah papa selalu menanyakan mama kabarmu apa kamu lakukan seharian
sadness,"mereka adlh orang orang yg berhasil terus buatku gagal ngerjain KTI. gmn engga ngetik baru dapet satu kata, ""yuk foto dulu yuk"". dan sialnya aku tergoda",adalah  orang orang  berhasil terus buatku gagal mengerjakan  kti bagaimana   ketik  baru  satu kata yuk foto dulu yuk sialnya tergoda
happy,"[Late Post] Mumpung cerah kita upload yg seger2 aja dulu, masih di sela2 penugasan, maen2 sedikit ke puncak Kelimutu... . . .",late post mumpung cerah upload  seger  dulu di sela penugasan main  sedikit puncak kelimutu
